1.2701e-05 1.7238e-05 2.0438e-05 2.5514e-05 1.1647e-05
1.1154e-05 1.1081e-05 1.2701e-05 1.7238e-05 2.0438e-05
2.5513e-05 1.1647e-05 1.1162e-05 1.115e-05 1.1061e-05
1.106e-05 1.2627e-05 1.2572e-05 1.1162e-05 1.115e-05
1.1061e-05 1.106e-05 1.2626e-05 1.2572e-05 1.1126e-05
1.1147e-05 1.1063e-05 1.1081e-05 1.2663e-05 1.2643e-05
1.2798e-05 1.2783e-05 1.1126e-05 1.1147e-05 1.1063e-05
1.1081e-05 1.2663e-05 1.2642e-05 1.2797e-05 1.2782e-05
1.1166e-05 1.1155e-05 1.1035e-05 1.1012e-05 1.268e-05
1.2697e-05 1.1078e-05 1.1089e-05 1.1166e-05 1.1155e-05
1.1035e-05 1.1012e-05 1.268e-05 1.2697e-05 1.1078e-05
1.1089e-05 1.1162e-05 1.115e-05 1.1061e-05 1.106e-05
1.2627e-05 1.2571e-05 1.1162e-05 1.115e-05 1.1061e-05
1.106e-05 1.2627e-05 1.2571e-05 1.1126e-05 1.1147e-05
1.1063e-05 1.1081e-05 1.2663e-05 1.2644e-05 1.2798e-05
1.2784e-05 1.1126e-05 1.1147e-05 1.1063e-05 1.1081e-05
1.2663e-05 1.2644e-05 1.2798e-05 1.2784e-05 1.1166e-05
1.1155e-05 1.1035e-05 1.1012e-05 1.2681e-05 1.2699e-05
1.1079e-05 1.1089e-05 1.1166e-05 1.1155e-05 1.1035e-05
1.1013e-05 1.2681e-05 1.2699e-05 1.1079e-05 1.1089e-05
1.1087e-05 1.1587e-05 1.2596e-05 1.7356e-05 2.0438e-05
2.5612e-05 1.1172e-05 1.1085e-05 1.1643e-05 1.2628e-05
1.7259e-05 2.0441e-05 2.5647e-05 102.22 101.25
102.22 101.25 102.22 101.25 102.22
101.25 101 75.308 74.918 74.54
75.3 74.891 74.495 75.304 74.895
74.496 75.308 74.918 74.543 75.514
75.097 74.704 74.313 73.908 75.514
75.101 74.706 74.315 73.912 8.8776
28.459 8.8776 28.459 8.8436 28.835
8.8436 28.835 8.5352 29.233 46.072
73.328 187.18 184.23 250.84 355.13
8.5352 29.233 46.072 73.328 187.18
184.23 250.84 355.13 8.5876 28.968
45.642 73.37 181.16 247.93 354.82
8.2556 8.5876 28.968 45.645 73.37
181.18 247.93 354.82 8.2556 8.5876
28.968 45.645 73.37 181.18 247.93
354.85 79.507 8.5699 28.83 45.602
74.091 180.73 248.54 351.4 79.066
79.507 8.5699 28.83 45.602 74.091
180.74 248.54 351.43 8.6714 20.412
46.727 74.758 137.11 248.84 352.62
496.08 662.71 8.6711 20.412 46.724
74.756 137.1 248.84 352.47 495.42
662.5 79.066 8.5611 28.803 45.512
74.246 181.14 248.78 351.81 494.58
8.5611 28.803 45.513 74.248 181.15
248.78 351.81 494.61 8.709 29.132
45.461 74.799 183.18 250.31 353.11
8.7099 29.136 45.462 74.812 183.07
250.26 352.89 8.709 29.132 45.461
74.808 183.18 250.35 353.22 78.405
78.405 8.6232 29.184 45.628 74.932
179.89 251.49 353.6 8.6232 29.184
45.628 74.932 179.89 251.34 353.52
8.7722 29.278 8.7722 29.278 8.8473
29.009 8.8473 29.009 78.833 8.6467
28.967 45.55 74.5 78.833 8.6467
28.967 45.549 74.5 76.795 179.59
246.47 353.45 254.47 360.92 76.795
179.59 246.47 353.45 254.47 360.92
75.537 75.198 180.32 179.38 247.34
245.89 354.01 75.538 75.202 180.33
179.39 247.34 245.9 354.02 75.525
75.19 180.31 179.37 247.32 245.87
353.97 8.6684 8.6423 29.066 28.968
75.138 74.833 76.664 76.359 8.6678
8.6427 29.07 28.968 75.139 74.837
76.662 76.359 8.6687 8.6398 29.062
28.955 75.109 74.788 76.648 76.331
8.6689 8.6399 29.063 28.956 75.113
74.79 76.65 76.333 8.6676 8.6395
29.061 28.955 75.106 74.787 76.646
76.329 8.285 27.331 74.824 176.66
246.21 353.42 46.962 8.285 27.331
74.822 176.66 246.21 353.4 46.962
8.2415 8.205 27.54 27.417 72.451
72.088 8.2415 8.2048 27.539 27.416
72.449 72.09 8.4083 8.3759 27.938
27.829 73.598 73.268 76.675 76.367
8.408 8.3751 27.937 27.828 73.596
73.265 76.668 76.362 8.3319 8.3011
25.551 25.447 73.876 73.554 28.421
28.31 8.3315 8.3009 25.55 25.446
73.872 73.55 28.419 28.309 8.2407
8.2052 27.537 27.414 72.454 72.08
8.2404 8.2055 27.537 27.414 72.457
72.077 8.4121 8.3764 27.948 27.84
73.608 73.304 76.678 76.391 8.4121
8.3764 27.948 27.841 73.613 73.307
76.681 76.391 8.3323 8.3025 25.557
25.455 73.89 73.583 28.436 28.322
8.3323 8.3025 25.557 25.457 73.893
73.581 28.436 28.322 28.376 45.658
72.125 179.28 245.86 355.06 8.2916
27.565 46.172 72.538 177.54 246.32
355.44
